Sample,Reported_Sex,x,y,z,flag
1,Male,-17.232783556098937,0.4855802426944766,-4.3784549553443615,FALSE
2,Female,23.406293962598628,-0.6307287140291008,4.1393814445362604,FALSE
3,Female,19.866135339013972,-0.3278579428206367,3.9653666437688173,FALSE
4,Male,-18.487371395296247,-0.11275005847782008,-2.211939464606997,FALSE
5,Female,20.132653991637103,-1.0416996764043127,3.931449781645718,FALSE
6,Female,22.832374487869103,-0.5716303680090798,4.122051267437159,FALSE
7,Male,-16.58412624101357,0.09738338278749963,-2.9642056688686647,FALSE
8,Male,-18.6955119102203,0.2270973364497321,-3.875824475489234,FALSE
9,Female,22.507636233481396,-0.8275424020466625,3.494756107188016,FALSE
10,Male,-19.348229697720043,0.5586324268480828,-2.3848915753844535,FALSE
11,Male,-15.939013343505831,0.4146910278824875,-4.669944682207497,FALSE
12,Female,20.35888828989866,-0.7053608237654064,4.208362455798575,FALSE
13,Female,23.531611488260182,-0.9871484480338748,3.979160783949874,FALSE
14,Female,24.370304881272137,-0.8024115184607901,4.073209773331144,FALSE
15,Female,22.1649218123539,-0.7929867920565079,4.149548278578043,FALSE
16,Female,18.52175529882467,-0.6451403507984942,3.793886949140442,FALSE
17,Male,-15.590217718132626,0.6742723698985736,-2.2603068429013096,FALSE
18,Male,-16.915369910246458,0.665432133091694,-2.6522584964997695,FALSE
19,Female,19.6821764697958,-0.773652262223235,4.122153369555861,FALSE
20,Female,19.963698558497455,-0.46388494787076806,4.120224955592395,FALSE
21,Male,-19.76330785902289,0.6935436788310447,-1.7314479754047345,FALSE
22,Female,23.794653352972798,-0.5632810669661327,3.4670201208120517,FALSE
23,Male,-19.153688687441182,0.3862370670978186,-2.566857235721232,FALSE
24,Female,22.56979044830122,-0.993130133815305,3.7053866434386187,FALSE
25,Male,-17.779819138437375,0.3702809528124209,-2.755613511576253,FALSE
26,Male,-16.094955453460624,0.18254030921074263,-3.8276716298074596,FALSE
27,Male,-18.448707050144023,0.29495256623734184,-3.5865274173239627,FALSE
28,Male,-17.39411248589622,0.35482455234340143,-3.953659768655135,FALSE
29,Male,-18.81116208454921,0.4736304257549043,-2.821238789648307,FALSE
30,Male,-19.82359935296448,0.8098395991790216,-1.8108073613514184,FALSE
31,Male,-12.78956830333481,0.7818493532198706,-3.1258489331457837,FALSE
32,Male,-16.379809264601764,0.5490715255149965,-3.3101404463886697,FALSE
33,Female,22.864859981575954,-0.6133438650557279,4.14293582465669,FALSE
34,Female,22.126072694283508,-0.5051291604959386,3.4698733761218956,FALSE
35,Male,-13.949642350544805,0.36879673057316276,-3.087303679001522,FALSE
36,Male,-15.780319833937702,0.6210888013463793,-4.334001061304423,FALSE
37,Male,-12.645283248164313,0.552144661395322,-2.3875153388230785,FALSE
38,Male,-14.518427057370552,0.5754191630523467,-2.9142094075098166,FALSE
39,Male,-17.263733834906677,0.48877943621125525,-3.449293524198497,FALSE
40,Female,24.363543433704354,-0.877372046944455,3.622297051301647,FALSE
41,Male,-15.165971133792977,0.662742628867168,-4.940589425853678,FALSE
42,Male,-13.186706900393022,0.7021082252941764,-2.375263747771487,FALSE
43,Female,21.885174248324446,-0.9821292075737338,3.9386220833762975,FALSE
44,Female,24.988669777670975,-0.6141044049590941,3.8112268971617103,FALSE
45,Male,-18.02356161910162,0.2787410144250677,-2.44854443062603,FALSE
46,Male,-17.62200650941697,0.4560670370447926,-3.513770059170593,FALSE
47,Male,-16.50959531626808,-0.05793425159284815,-1.9840776221086893,FALSE
48,Female,21.423398413376866,-0.5116808492141103,3.4577622348063572,FALSE
49,Female,22.532069138172833,-0.31622055367111385,3.6757328439739942,FALSE
50,Female,20.872371788002518,-0.3089179086974306,3.6550236277799097,FALSE
51,Female,23.335013441343087,-0.6178462352165542,3.4287705890274904,FALSE
52,Female,24.86123378919184,-0.7374153520602743,3.80046215486914,FALSE
53,Female,23.852070886714383,-1.0243632437812158,3.832169012635871,FALSE
54,Male,-14.081590362575227,0.56146206894395,-3.0842474141068648,FALSE
55,Male,-13.185779027451861,0.5568131550926656,-2.0036358452289003,FALSE
56,Male,-18.736762932621886,0.334155641490307,-3.44930499149133,FALSE
57,Female,18.68675995707276,-0.6643674260080695,3.7913423260856005,FALSE
58,Male,-17.95844749841164,0.2630997053167501,-2.9156092609493243,FALSE
59,Female,23.033179879330383,-0.6822934417707389,4.159955012945661,FALSE
60,Male,-16.86664297413977,0.501771082909173,-3.0855932283668293,FALSE
61,Female,18.969982185532984,-0.8612888014231372,3.924395445887312,FALSE
62,Male,-17.09089485994135,0.5003180991256034,-4.077911446959161,FALSE
63,Male,-19.009672363034028,0.569703760506657,-3.0505187761633783,FALSE
64,Male,-17.917205167816228,0.3294365039180203,-2.2570939367992766,FALSE
65,Female,22.10149148281873,-0.8999658893186288,4.078090230301034,FALSE
66,Female,19.617142527578313,-0.9284978859516095,3.9928793592707246,FALSE
67,Male,-16.602445742454993,0.8443587187912156,-2.682956928429134,FALSE
68,Male,-17.720805556481547,0.25982664539651623,-2.584697471270979,FALSE
69,Male,-18.65641982697184,0.2995417066730026,-2.800185134206232,FALSE
70,Male,-18.214700604628685,0.4233202022875428,-1.7259993350770044,FALSE
71,Male,-19.193327194076225,-0.6301390978924116,-2.58368606975026,FALSE
72,Male,-14.061751139099245,0.699962329217047,-4.589777839425166,FALSE
73,Male,-14.946796927678069,0.6804758450591423,-1.6586044215339026,FALSE
74,Male,-12.282822234245781,0.653326557351452,-3.222646967262875,FALSE
75,Male,-18.727850162288973,0.561297290254566,-3.2705519595976114,FALSE
76,Male,-19.29106588992064,0.49900022511728204,-2.714257913462978,FALSE
77,Female,20.47106101371477,-0.7252623908119841,4.212651310902856,FALSE
78,Male,-18.79066045997172,0.3133131716578055,-3.4770599795850163,FALSE
79,Female,19.880613521232032,-0.41125792543522044,4.078977025611874,FALSE
80,Male,-16.431127030909185,-0.053911634707361336,-2.820041352580217,FALSE
81,Female,24.947687305461663,-0.6453511678543364,3.821619955877277,FALSE
82,Male,-17.976874657794152,0.3022838053802688,-2.88623009180097,FALSE
83,Female,23.042365765393487,-1.0057145877670788,3.7428436572928923,FALSE
84,Female,21.7824055362574,-0.918618624691567,3.576900200368808,FALSE
85,Female,19.37476124724445,-0.4282447921414826,4.025502438002871,FALSE
86,Male,-13.593346253011456,0.3186330895802764,-3.262240229868564,FALSE
87,Male,-17.825989004337476,0.17505809992791133,-1.8758320841748404,FALSE
88,Female,24.943616432052256,-0.6488209233292831,3.8216568732845224,FALSE
89,Female,17.470174082644512,-0.6184924806529669,3.747856611729528,FALSE
90,Male,-15.295651052767958,0.5133319345759071,-1.4172658025763285,FALSE
91,Female,21.438287244718637,-0.9893909777670822,3.891727573154222,FALSE
92,Male,-16.00354440251972,0.15604266393362617,-4.450816675476291,FALSE
93,Male,-14.661883756013887,0.46665081431341493,-3.945249091663989,FALSE
94,Male,-16.06078689564252,0.3109186561517108,-1.70616169194881,FALSE
95,Male,-19.046516105771918,0.09265001596392959,-2.8774141567509677,FALSE
96,Male,-15.549709477834785,0.14466302176513024,-2.126160306034923,FALSE
97,Male,-17.855759987913583,-0.11677010055212168,-2.6460023575292246,FALSE
98,Male,-16.072577029483384,0.3263865162715579,-4.0229732542164,FALSE
99,Male,-13.987684919141751,0.43470631452409647,-3.0853092689826984,FALSE
100,Male,-13.864683930833722,0.3620609197133805,-3.356423432202825,FALSE
101,Female,23.096774180621143,-0.40075456582918956,4.02482904223264,FALSE
102,Male,-17.524308129253644,0.5152910978500872,-1.6664571120074556,FALSE
103,Male,-18.767658490739077,0.5931396334057938,-2.9870944475991372,FALSE
104,Male,-15.691430859915826,0.15802731365280684,-2.629783208272275,FALSE
105,Male,-19.333771694790308,0.4918896518836898,-2.59169324690686,FALSE
106,Female,18.45017650227013,-0.6478903635257657,3.7961732179234313,FALSE
107,Male,-18.77963801756554,-0.03177256856616373,-1.8706102906090771,FALSE
108,Female,22.648443658258252,-0.9207332504293604,3.9890889108614984,FALSE
109,Male,-18.14318998648859,0.09957590617848819,-4.185151248577104,FALSE
110,Male,-13.470380625271073,0.5658066939339257,-3.3103484028596672,FALSE
111,Male,-17.148417458057104,0.637519038965129,-2.8886345997656244,FALSE
112,Male,-12.366069263654186,-0.20001764295023802,-1.5380646375816331,FALSE
113,Male,-17.351641018223575,0.5035125485638345,-1.8321018763403307,FALSE
114,Male,-18.541831328200693,0.5223130559044799,-3.209674036017176,FALSE
115,Male,-15.988329242548572,0.24524724159060293,-2.3890082642427632,FALSE
116,Female,17.506221670790797,-0.6236288864579491,3.749995298242573,FALSE
117,Male,-19.38405711355894,0.5104828760139192,-2.688328175328282,FALSE
118,Male,-18.689889641217537,0.0448291482608409,-1.7862300670774278,FALSE
119,Female,22.91294944009919,-0.6133129784110634,4.13708620930991,FALSE
120,Male,-17.9260648514925,0.04585134961592553,-4.093832186326565,FALSE
121,Male,-13.958196930619128,0.621333166163556,-3.3302997327473483,FALSE
122,Male,-16.64530581183859,0.7087279003122168,-2.7064515851551554,FALSE
123,Male,-17.211954654634567,0.43517993764185275,-4.131911856991267,FALSE
124,Male,-16.50624805757857,0.043365716663722804,-2.5476079006797483,FALSE
125,Female,19.01257776226583,-0.6120435815537895,4.049378514339722,FALSE
126,Male,-16.49750414722748,0.03416572361513125,-3.0481932448904194,FALSE
127,Female,19.820756605613713,-0.3299985726285002,3.6662836649023705,FALSE
128,Male,-17.192216587470295,1.3325919038313592,-4.071691634019251,FALSE
129,Male,-17.857560763269618,0.3160504765882388,-4.667773858156222,FALSE
130,Male,-11.879512850843007,0.5991342064905606,-3.016067829056147,FALSE
131,Female,20.518390141440275,-0.28321551154534175,3.9752543626532475,FALSE
132,Male,-16.51398736407844,0.7615168609460943,-2.79530263146565,FALSE
133,Female,19.938163956340794,-0.6738104888974894,3.452996391717352,FALSE
134,Male,-14.165959171187033,0.3390188993656946,-3.8905280104049207,FALSE
135,Male,-14.666413349638521,0.3197947472586407,-2.880668605223468,FALSE
136,Male,-13.985456788739722,0.8748904095710125,-2.847350198810921,FALSE
137,Female,23.854149379379596,-0.3913499039390045,4.013316530127063,FALSE
138,Male,-15.280962508414893,0.4692417612878379,-3.9719557621268033,FALSE
139,Female,23.665824742374706,-0.3350721287078081,3.7230308012640543,FALSE
140,Male,-16.26025249684009,0.2630777534538805,-2.5895838011177204,FALSE
141,Male,-19.00276287759557,0.36824704842795697,-2.107863966225635,FALSE
142,Male,-17.503405967144953,0.26689188729931645,-3.6434348658047537,FALSE
143,Male,-14.671674151015715,0.34779497492895245,-2.3165540787095713,FALSE
